system   I             system.c:245  al_install_system                [   0.00033] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:517  _al_score_display_settings       [   0.01952] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01954] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01957] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01958] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01961] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01963] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01966] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01968] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01970] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01973] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01977] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01979] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01982] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01984] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01991] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01994] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.01996] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.01998] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02000] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.02002] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02004] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.02006] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02009] Score is : 897
display  D   display_settings.c:202  debug_display_settings           [   0.02010] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02013] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02015] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02017] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02019] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02021] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02026] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02029] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02031] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02034] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02035] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02038] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02040] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02042] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02044] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02046] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02048] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02051] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02052] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02055] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02057] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02059] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02061] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02064] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02066] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02068] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02070] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02072] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02074] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02077] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02078] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02081] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02083] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02085] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02087] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02089] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02091] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02093] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02095] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02097] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02099] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02102] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02103] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02106] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02107] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02110] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02112] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02114] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02116] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02118] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02120] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02123] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02125] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02127] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02129] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02132] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02134] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02136] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02138] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02140] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02142] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02144] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02146] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.02148] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.02150] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02153] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02154] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02157] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02159] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02161] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02163] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02165] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02167] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02169] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02171] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02174] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02175] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02178] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02180] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02182] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02184] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02186] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02188] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02190] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02192] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02198] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02200] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02203] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02205] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02207] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02209] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02211] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02213] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02215] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02217] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02219] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.02223] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.02325] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.02331] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.04130] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.04645] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.04649] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.04653] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.04658] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.04662] Returning d3d_display: 00A23AE0
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.04664] al_display=00A23AE0
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.04666] al_display->vt=00A239E0
system   D            wsystem.c:674  maybe_parent_dir                 [   0.04695] Also searching D:\b\projektyprogramowanie\Boomanek\Bomb\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.04712] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.04715] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.04902] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.04911] Module "d3dx9_43.dll" loaded.
audio-dsound D           dsound.cpp:258  _dsound_open                     [   0.05206] Loading DirectSound module
system   D            wsystem.c:674  maybe_parent_dir                 [   0.05223] Also searching D:\b\projektyprogramowanie\Boomanek\Bomb\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.05239] PathFindOnPath found: C:\WINDOWS\system32\dsound.dll
system   D            wsystem.c:635  load_library_at_path             [   0.05242] Calling LoadLibrary C:\WINDOWS\system32\dsound.dll
system   I            wsystem.c:638  load_library_at_path             [   0.05472] Loaded C:\WINDOWS\system32\dsound.dll
audio-dsound I           dsound.cpp:275  _dsound_open                     [   0.05485] Starting DirectSound...
audio-dsound D           dsound.cpp:285  _dsound_open                     [   0.07767] DirectSoundCreate8 succeeded
audio    I              audio.c:347  do_install_audio                 [   0.07995] Using DirectSound driver
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08050] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08053] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08055] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08057] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08058] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08060] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08062] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08064] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08066] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.08067] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.08069] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.08071] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.08073] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08089] added dtor for object 00999790, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.08217] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.08221] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.08352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.08355] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08490] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08493] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08495] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08497] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08499] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08501] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08502] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08504] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.08506] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.08508] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.08510] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.08512] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.08514] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08528] added dtor for object 04FD72A0, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.09140] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.09145] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.09365] removed dtor for object 04FD72A0
d3d      W         d3d_disp.cpp:2424 _al_d3d_destroy_bitmap           [   0.09370] d3d_destroy_bitmap: Release video texture failed.
audio-dsound D           dsound.cpp:320  _dsound_allocate_voice           [   0.09681] Allocating voice
audio-dsound D           dsound.cpp:379  _dsound_allocate_voice           [   0.09685] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.09688] added dtor for object 04FB9D60, func 77B82563
dtor     D               dtor.c:184  _al_register_destructor          [   0.09691] added dtor for object 05DAF1D8, func 77B82A31
audio-dsound D           dsound.cpp:476  _dsound_start_voice              [   0.09694] Starting voice
audio-dsound D           dsound.cpp:504  _dsound_start_voice              [   0.09697] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.09889] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.09893] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.09950] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.09962] added dtor for object 05D7AED0, func 77B84AC5
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.09968] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09971] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.09973] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.10073] added dtor for object 00A5A990, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10080] added dtor for object 05023F68, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10144] added dtor for object 04FB8E78, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10150] added dtor for object 050238D8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10157] added dtor for object 04FED9F8, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10161] added dtor for object 050236F8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10169] added dtor for object 00A72C00, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10175] added dtor for object 050229D8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10183] added dtor for object 05D83118, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10187] added dtor for object 05022AC8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10194] added dtor for object 04FCADE8, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10198] added dtor for object 050228E8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10205] added dtor for object 04FCAEA8, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10210] added dtor for object 050237E8, func 77B8250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10216] added dtor for object 04FD73B0, func 77B845BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.10222] added dtor for object 050239C8, func 77B8250E
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10256] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10261] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10264] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10268] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10271] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10274] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10277] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10280] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10283] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.10286] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.10289] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.10293] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.10296] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10315] added dtor for object 05D0B478, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.10336] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.10341] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10437] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10442] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10445] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10448] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10451] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10454] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10457] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10464] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10467] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.10472] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.10476] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.10479] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.10482] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10506] added dtor for object 04FCA3B8, func 77B841E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.10534] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.10537] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10791] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10795] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10797] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10799] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10801] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10803] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10805] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10806] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.10808] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.10810] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.10812] Adapter format is 23
